title,caption,topic,country
وزارة التعليم السعودية تطلق برنامجاً جديداً لتطوير مهارات المعلمين في التعليم الرقمي,مشهد من ورشة عمل تدريبية للمعلمين في الرياض، حيث يتلقون دورات متخصصة حول استخدام التكنولوجيا الحديثة في التعليم (الإخبارية السعودية),تعليم,السعودية
مصر تطلق مشروعاً جديداً لتنمية الصناعات الغذائية في صعيد البلاد,وزيرة التجارة والصناعة المصرية تتفقد أحد المصانع الجديدة في محافظة المنيا، ضمن جهود الحكومة لدعم الصناعات الغذائية وتعزيز الاقتصاد المحلي (رويترز),اقتصاد,مصر
"تونس تستضيف مهرجان الأدب العربي الأول تحت شعار ""الكلمة سلاح""",مجموعة من الكتّاب والمفكرين العرب يتبادلون الأفكار خلال جلسة حوارية في مهرجان الأدب العربي بتونس، حيث يهدف الحدث إلى تعزيز الثقافة الأدبية وتبادل التجارب بين الأجيال. (وكالة الأنباء التونسية),ثقافة,تونس
ارتفاع معدل البطالة بين الشباب في قطر ينذر بتحديات اجتماعية جديدة,شاب قطري يبحث عن فرص عمل في أحد معارض التوظيف، حيث تتزايد الطلبات على الوظائف وسط منافسة قوية بين الخريجين الجدد (رويترز),قضايا اجتماعية,قطر
"""مهرجان الإبداع الفني في القاهرة ينطلق بمشاركة 300 فنان من 15 دولة عربية""",جمهور متنوع في حديقة الأزهر يستمتع بالعروض الفنية والرقصات الشعبية، فيما تتلألأ الأضواء في سماء الليل (الشرق الأوسط),ثقافة,مصر
"""مبادرة شبابية لتعزيز الوعي البيئي في قطر من خلال الفنون""",مجموعة من الشباب القطريين يجتمعون في حديقة عامة حيث يعرضون أعمالهم الفنية المستوحاة من قضايا البيئة، بمشاركة فعاليات تفاعلية لنشر الثقافة البيئية (الجزيرة).,مجتمع,قطر
الجزائر تعلن عن انطلاق الحوار الوطني لإنهاء الأزمات السياسية والاقتصادية,رئيس الحكومة الجزائرية خلال إعلانه عن تفاصيل الحوار الوطني في مؤتمر صحفي، مؤكدًا أهمية إشراك جميع الأطراف في العملية السياسية (الوكالة الوطنية للأنباء الجزائرية),سياسة,الجزائر
الجزائر تستعد لإطلاق مبادرة وطنية للتوعية البيئية في المدارس,أطفال يتفاعلون مع ورشة عمل حول أهمية حماية البيئة، حيث تتضمن المبادرة أنشطة تفاعلية لتعزيز الوعي البيئي في صفوف الطلاب (الصحافة الجزائرية),بيئة,الجزائر
تونس تبدأ حواراً وطنياً لتعزيز الديمقراطية ومواجهة التحديات الاقتصادية,الجلسة الافتتاحية للحوار الوطني في تونس، حيث تجمع ممثلون عن الحكومة والأحزاب السياسية والمجتمع المدني لمناقشة سبل تعزيز الديمقراطية وتحسين الأوضاع الاقتصادية في البلاد (الوكالة التونسية للأنباء).,سياسة,تونس
أزمة التعليم في لبنان تتفاقم.. طلاب المدارس يواجهون تحديات اقتصادية واجتماعية,طلاب يتجمعون أمام مدرستهم في أحد الأحياء الشعبية في بيروت، حيث يعبرون عن قلقهم من ارتفاع أسعار الكتب والمستلزمات المدرسية (الوكالة الوطنية للإعلام),تعليم,لبنان
"انطلاق مشروع ""المعلم الرقمي"" لتعزيز المهارات التقنية في مدارس عمان","معلمون في أحد الفصول الدراسية يتلقون التدريب على استخدام تقنيات التعليم الحديثة ضمن مشروع ""المعلم الرقمي"" الذي يهدف إلى تحسين جودة التعليم في عمان (العمانية)",تعليم,عُمان
"الكويت تطلق مشروع ""الطاقة المتجددة الذكية"" لتعزيز استقلالها الطاقي",صورة توضح الانطلاق الرسمي لمشروع الطاقة المتجددة في الكويت، حيث يقوم ممثلو الحكومة بتدشين أولى محطات الطاقة الشمسية في الصحراء الكويتية (الكويت نيوز),طاقة,الكويت
"""المغرب يطلق مبادرة جديدة لتعزيز التنافسية الرقمية في السوق المحلية""",وزيرة الصناعة والتجارة المغربية خلال تقديم المبادرة في مؤتمر صحفي، حيث تركز على أهمية التكنولوجيا الرقمية في تطوير الأعمال وتحقيق التنمية المستدامة (المغرب اليوم),تقنية,المغرب
تظاهرات في الجزائر تنديداً بارتفاع أسعار المواد الغذائية وتأثيرها على الأسر الفقيرة,آلاف المواطنين في العاصمة الجزائر يحملون لافتات تعبر عن استنكارهم لارتفاع الأسعار، وسط أجواء من التضامن والمشاركة الشعبية (الجزيرة),قضايا اجتماعية,الجزائر
"انطلاق مهرجان ""الدوحة للثقافة والفنون"" بمشاركة 30 دولة عربية وأجنبية","مشهد من افتتاح مهرجان ""الدوحة للثقافة والفنون""، حيث تتزين الساحات بألوان الفن والثقافة ويشارك فنانون من مختلف دول العالم (وكالة الأنباء القطرية).",ثقافة,قطر
البحرين تطلق برنامجًا جديدًا لمساعدة الأسر المتعففة وتعزيز التماسك الاجتماعي,موظفون حكوميون يتحدثون مع المستفيدين من البرنامج الجديد خلال فعالية إطلاقه، حيث تم توزيع المساعدات الغذائية والمالية على الأسر المحتاجة (البحرين اليوم),قضايا اجتماعية,البحرين
تونس تطلق حملة وطنية للتوعية بمخاطر التغير المناخي وتأثيراته على الزراعة,مزارعون من مختلف المناطق التونسية يجتمعون في ورشة عمل لبحث سبل التكيف مع التغير المناخي وتعزيز الاستدامة الزراعية (التونسية),بيئة,تونس
البحرين تطلق مبادرة جديدة لتعزيز التعليم الرقمي في المدارس الابتدائية,طلاب في إحدى المدارس الابتدائية في البحرين يتفاعلون مع أجهزة الكمبيوتر المحمولة في إطار مبادرة تعليمية جديدة تهدف إلى تطوير مهاراتهم الرقمية (الصحافة البحرينية),تعليم,البحرين
تزايد ظاهرة العنف الأسري في الكويت تثير القلق الاجتماعي,إحصائيات رسمية توضح ارتفاع حالات العنف الأسري خلال السنوات الأخيرة، مما يستدعي تكثيف الجهود للتوعية والدعم (الكويت اليوم),قضايا اجتماعية,الكويت
موجة أمطار غزيرة تودي بحياة 5 أشخاص في عمان وتدمّر بنى تحتية واسعة,مشهد مأساوي لمجموعة من المتطوعين يقومون بإزالة الأنقاض من أحد الشوارع المدمرة بعد الفيضانات في ولاية بهلاء، بينما تظهر الأضرار الجسيمة في المباني والسيارات (الأسوشيتد برس),حوادث,عُمان
عمان تطلق مشروعاً رائداً لتوليد الطاقة الشمسية بقدرة 500 ميغاوات,وزير الطاقة والمعادن في عمان يشارك في احتفالية إطلاق مشروع الطاقة الشمسية، حيث تتطلع البلاد إلى تحقيق استقلالية طاقية وتعزيز الاستدامة البيئية (العمانية).,طاقة,عُمان
"""السعودية تحتفل باليوم الوطني لتعزيز الوحدة الوطنية والتنوع الثقافي""",فعاليات الاحتفال باليوم الوطني السعودي تشمل عروضاً فنية وثقافية تعكس التنوع في المجتمع السعودي، حيث تظهر العائلات والأطفال يتفاعلون مع الأنشطة المختلفة في أحد المنتزهات العامة بالرياض.,سياسة,السعودية
"قطر تطلق المرحلة الأولى من مشروع ""المدينة الذكية"" في العاصمة الدوحة",رئيس الوزراء القطري خلال مراسم إطلاق المشروع الذي يهدف إلى تحسين البنية التحتية الرقمية وتقديم خدمات متطورة للمواطنين والمقيمين (الجزيرة),تقنية,قطر
حريق مهول يلتهم مصنعاً للملابس في تونس العاصمة,ألسنة اللهب تتصاعد من المصنع المتضرر، بينما فرق الإطفاء تسارع لإخماد الحريق الذي اندلع في ساعة مبكرة من صباح اليوم (تونس 24).,حوادث,تونس
السعودية تُطلق حملة للتشجير تهدف لزراعة 10 ملايين شجرة بحلول 2025,جانب من انطلاق الحملة الوطنية للتشجير في العاصمة الرياض، حيث يُظهر المتطوعون يزرعون الأشجار في إحدى الحدائق العامة (واس),بيئة,السعودية
مهرجان بيروت للثقافة يُكرم رواد الأدب والفن في دورته الخامسة,جمهور كبير من محبي الأدب والفن في لبنان يحتشد في ساحة النجمة ببيروت خلال افتتاح مهرجان بيروت للثقافة، الذي شهد تكريم كوكبة من الكتّاب والفنانين المحليين.,ثقافة,لبنان
مهرجان الأردن الثقافي يحتفل بالتراث الشعبي بمشاركة فنانين محليين وعرب,مجموعة من الفنانين يقدمون عروضاً فنية تقليدية على مسرح مهرجان الأردن الثقافي في مدينة مادبا، مع حضور جماهيري كبير يتفاعل مع الأنغام الشعبية (الأناضول),ثقافة,الأردن
عُمان تطلق حملة توعوية لمكافحة التلوث البحري وحماية البيئة البحرية,الحملة تتضمن أنشطة تنظيف الشواطئ وورش عمل توعوية للمجتمعات المحلية بهدف تعزيز الوعي بأهمية حماية البيئة البحرية (الهيئة العامة للتعدين),بيئة,عُمان
الإمارات تعلن عن مشروع جديد لتطوير الطاقة الشمسية في الصحراء الكبرى,مشهد يظهر الألواح الشمسية المنتشرة في الصحراء الكبرى، حيث تمثل هذه التكنولوجيا خطوة مهمة نحو تحقيق الاستدامة الطاقية في المنطقة.,طاقة,الإمارات
"""قطر تستضيف قمة الأمن الإقليمي لتعزيز التعاون في مكافحة الإرهاب""",قادة الدول العربية خلال جلسة الافتتاح لقمة الأمن الإقليمي في الدوحة، حيث تم تناول التحديات الأمنية المشتركة وسبل تعزيز التعاون لمكافحة الإرهاب.,سياسة,قطر
انطلاق مهرجان القاهرة الدولي للكتاب في نسخته الـ54 بمشاركة 30 دولة,تمثال الكاتب المصري الراحل نجيب محفوظ في ساحة معرض الكتاب بالقاهرة، حيث يحتفي المهرجان بأدبائه وكتبه (الجزيرة),ثقافة,مصر
"""عُمان تطلق مشروعاً جديداً للطاقة الشمسية لتوليد 500 ميغاواط""",إنطلاق مشروع الطاقة الشمسية في عُمان الذي يسعى لتلبية احتياجات البلاد المتزايدة من الطاقة المستدامة (العمانية).,طاقة,عُمان
البحرين تعزز استثماراتها في الطاقة المتجددة بمشاريع جديدة,افتتاح محطة للطاقة الشمسية في البحرين، حيث تظهر الألواح الشمسية اللامعة تحت أشعة الشمس، مع حضور رسمي يضم وزراء وصناع قرار في مجال الطاقة (الجزيرة),طاقة,البحرين
قطر تطلق استراتيجيتها الجديدة لتنمية الاقتصاد الرقمي وتعزيز الابتكار,رئيس الوزراء القطري يعلن عن الاستراتيجية خلال مؤتمر صحفي في الدوحة، بحضور عدد من رجال الأعمال والمستثمرين في مجال التكنولوجيا (الجزيرة).,اقتصاد,قطر
"""الأحياء الشعبية في الجزائر تشهد تزايداً ملحوظاً في المبادرات الثقافية والاجتماعية""",مجموعة من الشباب الجزائريين يشاركون في ورشة عمل فنية في أحد الأحياء الشعبية، حيث تهدف المبادرة إلى تعزيز الإبداع الفني وبناء جسور التواصل بين السكان (الجزيرة),قضايا اجتماعية,الجزائر
"""بحرينية تطلق مبادرة لدعم ذوي الاحتياجات الخاصة في المجتمع المحلي""",مجموعة من الشباب البحرينيين يتلقون تدريبات في ورشة عمل ضمن مبادرة لدعم ذوي الاحتياجات الخاصة، حيث يتعلمون مهارات جديدة لتعزيز الاندماج الاجتماعي.,قضايا اجتماعية,البحرين
انطلاق مهرجان الفنون الشعبية الإماراتي في الشارقة بمشاركة دول عربية,مشهد من افتتاح مهرجان الفنون الشعبية في الشارقة حيث تتنوع الألوان والأزياء التقليدية من مختلف الدول العربية، مع فرقة فنية تؤدي رقصات شعبية جذابة تحت الأضواء.,ثقافة,الإمارات
حادث مروري مأساوي يُسفر عن وفاة ثلاثة أشخاص في مسقط,سيارة محطمة بعد وقوع الحادث على الطريق السريع بمسقط، حيث تشير التحقيقات الأولية إلى فقدان السائق السيطرة على السيارة.,حوادث,عُمان
"""البحرين تطلق مبادرة لتعزيز الوعي البيئي بين الشباب في المدارس""",طلاب من مختلف المدارس البحرينية يشاركون في ورشة عمل تفاعلية حول أهمية الحفاظ على البيئة في حديقة عامة بالعاصمة المنامة.,مجتمع,البحرين
"""ارتفاع نسبة البطالة في العراق إلى مستويات قياسية وسط الأزمة الاقتصادية""",شباب عراقيون يبحثون عن فرص عمل في إحدى مناطق بغداد وسط تزايد المخاوف من تداعيات الأزمة الاقتصادية على مستقبلهم (الجزيرة).,مجتمع,العراق
وزارة الصحة السعودية تطلق حملة للتوعية بأهمية الفحص المبكر لسرطان الثدي,وزيرة الصحة السعودية خلال إطلاق الحملة الوطنية، حيث تم توزيع كتيبات توعوية على الحضور في مركز صحي بالرياض.,صحة,السعودية
المغرب يستضيف قمة دولية لمكافحة التغير المناخي وتعزيز الاستدامة,قادة دوليون يجتمعون في قاعة المؤتمرات بمدينة مراكش لمناقشة الاستراتيجيات الحديثة لمواجهة آثار التغير المناخي والحد من انبعاثات الكربون (الجزيرة),بيئة,المغرب
"""مبادرة شبابية في المغرب تعزز حقوق النساء في المناطق النائية""",مجموعة من الشابات المغربيات يشاركن في ورشة عمل تعليمية حول حقوق المرأة في قرية نائية في جبال الأطلس (الجزيرة),قضايا اجتماعية,المغرب
لبنان يشهد تحولاً في قطاع الطاقة المتجددة بفضل مشروع جديد,متخصصون في الطاقة الشمسية يعملون على تركيب الألواح الشمسية في إحدى القرى اللبنانية، حيث تسعى البلاد إلى تحقيق الاستقلال الطاقي وتقليل الاعتماد على المصادر التقليدية.,طاقة,لبنان
"""دراسة إماراتية تكشف عن زيادة ملحوظة في حالات السكري بين الشباب""",شاب إماراتي يجري فحص مستوى السكر في الدم في إحدى العيادات الصحية الحديثة بأبوظبي.,صحة,الإمارات
انفجار في مصنع للبلاستيك في الجيزة يسفر عن إصابات متعددة,رجال الإطفاء يعملون على إخماد الحريق الناتج عن الانفجار داخل المصنع، فيما يتجمع الأهالي لمتابعة الأحداث (مصر اليوم),حوادث,مصر
تأهل المنتخب الإماراتي إلى نصف نهائي كأس العرب بعد فوز مثير على المغرب,لحظة احتفال لاعبي المنتخب الإماراتي بعد تسجيل هدف التأهل في المباراة المثيرة ضد المغرب (Getty Images),رياضة,الإمارات
الجزائر تطلق منصة جديدة لتعليم البرمجة للأطفال,مشهد من حفل إطلاق المنصة التعليمية، حيث يتفاعل الأطفال مع المدربين في ورش عمل تفاعلية (الجزيرة),تقنية,الجزائر
"""تونس تحتفل بإطلاق أول مهرجان ثقافي للإبداع النسائي في شمال البلاد""",لحظة مميزة من المهرجان، حيث تعرض الفنانات التونسيات أعمالهن في الفنون التشكيلية والموسيقية، وسط أجواء احتفالية تعكس التنوع الثقافي (مواقع التواصل الاجتماعي).,مجتمع,تونس
"""جمعيات مغربية تحتفل باليوم العالمي للطفل بحملات توعية في الشوارع""",أطفال يتجمعون حول نشاط توعوي في شوارع مدينة الرباط بمناسبة اليوم العالمي للطفل، حيث تقدم الجمعيات المحلية ورش عمل تفاعلية لتعزيز حقوق الطفل.,مجتمع,المغرب
السعودية تدعو لتعاون عربي لمواجهة التحديات الإقليمية في القمة العربية القادمة,وفود الدول العربية تجتمع في الرياض للتنسيق حول القضايا السياسية والاقتصادية المشتركة (الأناضول),سياسة,السعودية
تفشي ظاهرة التسول في لبنان يثير قلق المجتمع المحلي,مجموعة من المتسولين في شوارع بيروت يعكسون معاناة العديد من الأسر بسبب الأزمات الاقتصادية المستمرة (الجزيرة),قضايا اجتماعية,لبنان
تونس تتبنى استراتيجية جديدة لمكافحة ظاهرة العنف الأسري,احتفالية بمناسبة إطلاق الاستراتيجية الجديدة لمكافحة العنف الأسري في تونس، حيث تجمع عدد من الناشطين في مجال حقوق المرأة أمام وزارة المرأة والأسرة والطفولة (الجزيرة),قضايا اجتماعية,تونس
"""المنتخب الأردني للشباب يحقق فوزاً تاريخياً في بطولة غرب آسيا لكرة القدم""",لحظة احتفال لاعبي المنتخب الأردني بعد تسجيل هدف الفوز في المباراة النهائية ضد المنتخب السعودي، وسط أجواء جماهيرية حماسية في الملعب.,رياضة,الأردن
"""الحكومة الكويتية تطلق مبادرة جديدة لدعم الأسر المتعففة في البلاد""",مبادرة تهدف إلى تقديم المساعدات الغذائية والمالية للأسر المتعففة، حيث يظهر عدد من المتطوعين وهم يقومون بتوزيع السلال الغذائية على العائلات المحتاجة في إحدى المناطق السكنية بالكويت.,قضايا اجتماعية,الكويت
البحرين تطلق حملة توعية صحية للحد من السمنة بين الشباب,شباب بحرينيون يشاركون في نشاط رياضي ضمن الحملة الوطنية للتوعية بالصحة واللياقة البدنية (مواقع التواصل الاجتماعي),صحة,البحرين
تونس تعلن عن مشروع جديد للحفاظ على التنوع البيولوجي في البحيرات المالحة,البحيرات المالحة في تونس تعتبر موطناً لعدد كبير من الأنواع المهددة، وتطلق الحكومة مشروعًا للحماية والتأهيل البيئي (الجزيرة),بيئة,تونس
البحرين تستضيف المؤتمر السنوي للابتكار الاجتماعي بمشاركة محلية ودولية,وفود من مختلف الدول تشارك في جلسات المؤتمر، حيث يبرز الابتكار الاجتماعي كوسيلة لتحسين جودة الحياة في المجتمع البحريني (الأخبار المحلية),مجتمع,البحرين
تونس تشهد احتجاجات ضد قانون المالية الجديد والمحتجون يطالبون بتأجيل تطبيقه,مظاهرة حاشدة في وسط العاصمة تونس، حيث يحمل المحتجون لافتات تعبر عن مطالبهم بتأجيل تطبيق قانون المالية الجديد.,سياسة,تونس
انطلاق مؤتمر جدة للأمن الإقليمي بمشاركة 20 دولة عربية ودولية,وفود الدول المشاركة تتجمع في مركز الملك عبد العزيز الثقافي، حيث تتصدر الأجندة مناقشة التحديات الأمنية المشتركة في المنطقة.,سياسة,السعودية
البحرين تحتفل باليوم الوطني للمرأة بتكريم الرائدات في مختلف المجالات,احتفالية مميزة بمناسبة اليوم الوطني للمرأة في البحرين، حيث تم تكريم النساء الرائدات اللاتي ساهمن في تعزيز دور المرأة في المجتمع البحريني (الأيام),سياسة,البحرين
قطر تطلق مبادرة جديدة لتعزيز التكافل الاجتماعي في المجتمع المحلي,أفراد من المجتمع القطري يشاركون في حملة للتبرع بالملابس والأغذية للأسر المحتاجة، في إطار المبادرة التي تهدف إلى تعزيز الروابط الاجتماعية وتقديم الدعم للمحتاجين (الجزيرة).,مجتمع,قطر
عمان تطلق برنامجاً جديداً لتعزيز المهارات الرقمية في المدارس,طلبة في إحدى المدارس العمانية يتلقون دروساً في المهارات الرقمية ضمن البرنامج الجديد الذي أطلقته وزارة التربية والتعليم (العمانية).,تعليم,عُمان
"""مصر تُطلق حملة وطنية لتعزيز القراءة لدى الأطفال في المناطق النائية""",أطفال في قرية نائية في مصر يتلقون الكتب كجزء من حملة القراءة الوطنية التي تستهدف تعزيز ثقافة القراءة في المجتمعات الصغيرة (الجزيرة),مجتمع,مصر
الجزائر تطلق حملة وطنية لزرع 10 ملايين شجرة في عام 2024,حفل انطلاق الحملة الوطنية لزرع الأشجار، بحضور وزراء البيئة والزراعة وممثلين عن المنظمات البيئية، حيث يتم غرس أول شجرة في موقع رمزي بالعاصمة الجزائر (الجزائر).,بيئة,الجزائر
انطلاق مهرجان الدوحة الثقافي لتسليط الضوء على الفنون التقليدية,مجموعة من الفنانين يعرضون مهاراتهم في الفنون التقليدية القطرية خلال مهرجان الدوحة الثقافي، حيث تشهد الفعالية إقبالاً كبيراً من الزوار.,ثقافة,قطر
حريق هائل يلتهم أحد المصانع في جدة ويؤدي لإصابة عدد من العمال,ألسنة اللهب تتصاعد من المصنع المحترق في جدة، بينما تحاول فرق الدفاع المدني السيطرة على الحريق ونجدة المصابين (الشرق الأوسط),حوادث,السعودية
قطر تستضيف القمة العربية الطارئة لبحث التطورات في المنطقة,قادة الدول العربية يتجمعون في الدوحة لمناقشة سبل التعاون والأمن الإقليمي خلال القمة الطارئة التي تعقد في فندق الشيراتون (الجزيرة),سياسة,قطر
