title,caption,topic,country
جيبوتي تُطلق برنامجاً وطنياً لمحو الأمية في صفوف المرأة الريفية بدعم أممي,نساء من مناطق ريفية في جيبوتي يحضرن إحدى جلسات التعليم الأساسي ضمن البرنامج الجديد في مركز تدريبي بضواحي مدينة علي صبيح (الأناضول),تعليم,جيبوتي
انهيار جسر معلق في محافظة ذي قار يودي بحياة 4 أشخاص ويصيب العشرات,فرق الإنقاذ العراقية تنتشل ضحايا من مياه نهر الفرات إثر انهيار الجسر المعلق الرابط بين قريتين في ريف الناصرية (رويترز),حوادث,العراق
البحرين تُطلق منظومة وطنية للهوية الرقمية الموحدة لتسهيل الخدمات الحكومية,مواطن بحريني يستخدم تطبيق الهوية الرقمية الجديد عبر هاتفه الذكي أمام مقر هيئة المعلومات والحكومة الإلكترونية في المنامة (رويترز),تقنية,البحرين
"أطفال ""بلا مأوى عائلي"".. ظاهرة تصاعد أعداد الأيتام خارج دور الرعاية تُقلق المختصين في السعودية",أطفال في إحدى دور الرعاية الاجتماعية بالرياض ينتظرون فرصة الاندماج في بيئة أسرية بديلة وسط شُح برامج الكفالة (الجزيرة),قضايا اجتماعية,السعودية
ليبيا تُطلق حملة تطعيم واسعة ضد شلل الأطفال في مناطق الجنوب المنسية,فرق طبية ليبية تجوب المناطق النائية في الجنوب لتطعيم الأطفال ضد شلل الأطفال (وكالة الأنباء الليبية),صحة,ليبيا
أزمة الإسكان تُشعل غضب الشباب في جيبوتي.. والحكومة تعد بحلول لم تأتِ بعد,شباب جيبوتيون أمام أحد الأحياء العشوائية على أطراف العاصمة، يعيشون في ظروف سكنية قاسية في انتظار وعود لم تتحقق (الجزيرة),قضايا اجتماعية,جيبوتي
ارتفاع ملحوظ في إقبال الشباب السعودي على برامج العمل التطوعي بالمناطق الريفية,متطوعون سعوديون شباب يشاركون في مبادرة دعم الأسر بالمناطق النائية ضمن برامج التنمية الاجتماعية (واس),قضايا اجتماعية,السعودية
الأردن يُطلق منصة رقمية موحدة لربط المناطق الصناعية بشبكة الإنترنت فائق السرعة,عمال في إحدى المناطق الصناعية بمحافظة الزرقاء يستخدمون أجهزة متصلة بالشبكة الرقمية الجديدة (بترا),تقنية,الأردن
المغرب يُطلق مبادرة وطنية لمكافحة ظاهرة التسرب المدرسي في الأوساط القروية,أطفال في إحدى مدارس المناطق الجبلية بإقليم أزيلال يتلقون دروسهم وسط ظروف صعبة تدفع كثيرين منهم إلى الانقطاع عن الدراسة مبكراً (الجزيرة),قضايا اجتماعية,المغرب
السعودية تُطلق صندوقاً لتمويل المشاريع الزراعية الصغيرة بمنطقة القصيم بـ800 مليون ريال,مزارعون في منطقة القصيم يستعرضون محاصيلهم في إطار مساعي المملكة لتعزيز الأمن الغذائي وتقليص الاعتماد على الاستيراد (رويترز),اقتصاد,السعودية
السعودية تُطلق مبادرة وطنية لإعادة تأهيل الأراضي المتدهورة في منطقة القصيم,جانب من أعمال زراعة الأشجار المحلية في مشاريع استصلاح الأراضي الجافة بمنطقة القصيم وسط المملكة العربية السعودية (واس),بيئة,السعودية
جامعة بيرزيت تُطلق برنامجاً لتوثيق المخطوطات الفلسطينية التاريخية رقمياً,طلاب وأكاديميون في جامعة بيرزيت يعملون على مشروع رقمنة المخطوطات الفلسطينية النادرة في مختبرات التراث الوثائقي (الأناضول),تعليم,فلسطين
الجزائر تُدرج تعليم اللغة الأمازيغية إلزامياً في مناهج الطور الابتدائي بدءاً من الموسم الدراسي المقبل,أطفال جزائريون في قاعة دراسية يتابعون حصة تعليمية، وعلى السبورة خلفهم حروف من الأبجدية التيفيناغ الأمازيغية (الجزيرة),تعليم,الجزائر
لبنان يُطلق خطة لإعادة هيكلة القطاع المصرفي بدعم صندوق النقد الدولي,مبنى مصرف لبنان المركزي في بيروت حيث تجري مباحثات مكثفة مع خبراء صندوق النقد الدولي لإنقاذ المنظومة المالية (رويترز),اقتصاد,لبنان
الإمارات تُطلق منظومة تشريعية جديدة لتنظيم أسواق الإيجار التجاري وتحفيز الاستثمار العقاري الأجنبي,مبانٍ تجارية شاهقة في منطقة مركز دبي المالي العالمي تعكس حجم النشاط الاستثماري المتنامي في القطاع العقاري الإماراتي (رويترز),اقتصاد,الإمارات
جيبوتي تُدشّن أول محطة لتحويل النفايات إلى طاقة كهربائية في منطقة القرن الأفريقي,منشأة معالجة النفايات الجديدة في ضواحي مدينة جيبوتي، حيث يتابع مسؤولون حكوميون الاختبارات التشغيلية الأولى للمحطة قبيل انطلاقها الرسمي (رويترز),طاقة,جيبوتي
البحرين تُطلق مبادرة لإعادة تأهيل الشعاب المرجانية في خليج توبلي لمواجهة التدهور البيئي,غواصون متطوعون يشاركون في زراعة شتلات مرجانية في أعماق خليج توبلي ضمن مبادرة بيئية تستهدف إنقاذ النظام البيئي البحري المهدد (الجزيرة),بيئة,البحرين
انهيار جسر معلق في محافظة ميسان يوقع ضحايا ويقطع أوصال قرى نائية,فرق الإنقاذ تنتشل ضحايا من مياه نهر دويريج إثر انهيار الجسر المعلق الرابط بين قريتي الحمار والمشرح (وكالة الأنباء العراقية),حوادث,العراق
السودان يُطلق برنامجاً طارئاً لتأهيل المعلمين النازحين وإعادتهم إلى الفصول الدراسية,معلمون سودانيون يحضرون جلسة تدريبية في أحد مراكز الإيواء بولاية كسلا استعداداً للعودة إلى التدريس (الجزيرة),تعليم,السودان
الإمارات تُطلق مبادرة وطنية لدعم الأسر متعددة الأجيال في مواجهة تحديات السكن,أسرة إماراتية ممتدة تجتمع في أحد المجمعات السكنية الحديثة بأبوظبي، في إطار برامج الإسكان الأسري التي أطلقتها وزارة تنمية المجتمع (وام),مجتمع,الإمارات
انهيار جسر معلق في محافظة إب يودي بحياة 4 أشخاص ويُشرّد عشرات الأسر عن قراهم,ما تبقى من الجسر المنهار فوق وادي بعدان إثر الفيضانات الأخيرة (خاص),حوادث,اليمن
سوريا تُعيد تشغيل خطوط نقل الكهرباء الرئيسية بعد سنوات من الانقطاع القسري,عمال فنيون يعملون على إصلاح أبراج الضغط العالي في ريف حمص وسط سوريا (الجزيرة),طاقة,سوريا
سوريا تُطلق أول شبكة للألياف الضوئية تربط ريف دمشق بالمحافظات الشمالية في خطوة لتعزيز البنية التحتية الرقمية,عمال يمدّون كابلات الألياف الضوئية على أحد الطرق الرئيسية في ريف دمشق ضمن مشروع التوسعة الرقمية الحكومي (الجزيرة),تقنية,سوريا
قطر تُطلق شبكة الجيل السادس التجريبية الأولى في المنطقة لاختبار سرعات نقل البيانات الفائقة,مهندسون قطريون يراقبون شاشات مركز التحكم في البنية التحتية للشبكة التجريبية بالدوحة (وكالة قنا),تقنية,قطر
المنتخب العُماني للسباحة يحقق إنجازاً تاريخياً في بطولة غرب آسيا بالكويت,سباحون عُمانيون يحتفلون بفوزهم على حافة حوض السباحة عقب تحطيم الرقم القياسي الخليجي في سباق التتابع (وكالة الأنباء العُمانية),رياضة,عُمان
قطر تُطلق مشروع توسعة محطة الكهرباء الشمسية في الخرسعة بطاقة إنتاجية تتجاوز 800 ميغاواط,ألواح شمسية ممتدة على مساحات شاسعة في محطة الخرسعة للطاقة الشمسية جنوب الدوحة، في إطار مساعي قطر لرفع حصة الطاقة المتجددة في مزيجها الطاقوي (رويترز),طاقة,قطر
البحرين تطلق مبادرة وطنية لدعم ذوي الاحتياجات الخاصة في سوق العمل,متدربون من ذوي الاحتياجات الخاصة خلال جلسة تأهيل مهني في أحد مراكز التدريب بالمنامة (وكالة أنباء البحرين),مجتمع,البحرين
ليبيا تُطلق مشروعاً لتوليد الكهرباء من طاقة الرياح في سواحل خليج سرت,توربينات الرياح المقررة على امتداد ساحل خليج سرت ستُسهم في تخفيف أزمة انقطاع الكهرباء التي تُعاني منها المدن الليبية منذ سنوات (رويترز),طاقة,ليبيا
"**
انهيار جسر في محافظة هيران يودي بحياة 9 أشخاص وسط فيضانات موسمية متصاعدة

**","**
سكان محليون يحاولون انتشال ضحايا من مياه نهر شبيلي المتدفقة بعد انهيار الجسر الرابط بين قريتين في محافظة هيران الصومالية (وكالة الصحافة الصومالية)",حوادث,الصومال
المغرب يُعيد رسم خريطة تحالفاته الإفريقية.. زيارات دبلوماسية مكوكية تُعزز النفوذ جنوب الصحراء,مسؤولون مغاربة خلال جلسة مباحثات رسمية مع نظرائهم الأفارقة في إطار جولة دبلوماسية تهدف إلى توطيد الشراكات الاستراتيجية مع دول القارة (رويترز),سياسة,المغرب
تونس تُطلق حملة وطنية للتوعية بأضرار العنف المدرسي وسُبل مكافحته,طلاب تونسيون يشاركون في ورشة توعوية داخل إحدى مدارس العاصمة تونس في إطار الحملة الوطنية لمناهضة العنف بين الأقران (الصحافة التونسية),مجتمع,تونس
البحرين تُطلق برنامجاً وطنياً للكشف المبكر عن سرطان القولون لمن تجاوزوا الخمسين,مختصون في مجمع السلمانية الطبي يؤكدون أن الاكتشاف المبكر يرفع نسب الشفاء إلى أكثر من 90% (الجزيرة),صحة,البحرين
انقلاب ناقلة وقود على طريق الشارقة-خورفكان يُغلق الحركة المرورية لساعات,فرق الدفاع المدني تعمل على إخماد الحريق المندلع من الناقلة المنقلبة وسط إجراءات أمنية مشددة على الطريق (وام),حوادث,الإمارات
العراق يُطلق منصة رقمية موحدة لتسجيل الشركات وتراخيص الأعمال إلكترونياً,مبنى وزارة التخطيط العراقية في بغداد، التي أشرفت على تطوير المنصة الرقمية الجديدة بالتعاون مع القطاع الخاص (رويترز),تقنية,العراق
سلطنة عُمان تُطلق برنامجاً وطنياً لدعم أسر ذوي الإعاقة في المناطق الريفية,أطفال من ذوي الإعاقة يشاركون في جلسة تأهيلية بأحد مراكز الدعم الاجتماعي في محافظة الداخلية بسلطنة عُمان (وكالة الأنباء العُمانية),قضايا اجتماعية,عُمان
البحرين تُطلق صندوق استثماري بـ500 مليون دولار لدعم المشاريع الصغيرة والمتوسطة,مقر مصرف البحرين المركزي في المنامة، حيث أُعلن عن إطلاق الصندوق خلال منتدى التمويل الوطني (وكالة أنباء البحرين),اقتصاد,البحرين
الأردن يُطلق مبادرة وطنية لمكافحة ظاهرة التسرب المدرسي في المحافظات الجنوبية,طلاب في إحدى مدارس محافظة معان يتلقون حصصهم الدراسية ضمن برامج الدعم النفسي والتعليمي الموجّه (بترا),مجتمع,الأردن
قطر تطلق شبكة الجيل الخامس للاتصالات البحرية لتغطية مياهها الإقليمية كاملة,البنية التحتية للاتصالات البحرية في قطر تشهد طفرة تقنية غير مسبوقة تدعم قطاعي الصيد والملاحة (رويترز),تقنية,قطر
قطر تُدشّن أول شبكة اتصالات تحت البحر بتقنية الألياف الضوئية لربط منصات الغاز بالبر,فريق هندسي متخصص يُشرف على مد كابلات الألياف الضوئية من ميناء رأس لفان باتجاه منصات حقل الشمال في المياه القطرية (الجزيرة),تقنية,قطر
تونس تُدشّن أول محطة لتخزين الطاقة الشمسية بالبطاريات في منطقة القصرين,منظر جوي لمحطة تخزين الطاقة الشمسية المُدشَّنة حديثاً في محيط مدينة القصرين وسط تونس، وتبدو فيها صفوف الألواح الضوئية الممتدة على مساحات شاسعة (وكالة تونس أفريقيا للأنباء),طاقة,تونس
