title,caption,topic,country
جزر القمر تطلق برنامجاً وطنياً لتعزيز تعليم المهارات الرقمية في المدارس الثانوية,طلاب يتفاعلون مع أجهزة حاسوب في معمل حاسوب حديث بإحدى المدارس الثانوية في العاصمة موروني (وكالة الأنباء القمرية),تعليم,جزر القمر
"الكويت تعزز رؤية 2035 بـ""الشقايا 3"": قفزة نوعية نحو استدامة الطاقة الشمسية",منظر جوي مهيب لألواح الطاقة الشمسية في محطة الشقايا 3 المترامية الأطراف، تحت سماء الكويت الصافية وهي تزود الشبكة الوطنية بالكهرباء (وكالة الأنباء الكويتية - كونا),طاقة,الكويت
الدوري السعودي للسيدات: تنافس محتدم يرفع مستوى اللعبة مع اقتراب الحسم,لقطة حماسية من إحدى مباريات الدوري السعودي الممتاز للسيدات تظهر تنافس اللاعبات (الاتحاد السعودي لكرة القدم),رياضة,السعودية
سوريا: ظاهرة تسرب الطلاب من المدارس تتفاقم إثر الضغوط المعيشية,أطفال يبيعون الخضروات في سوق شعبي بمدينة حلب وسط انقطاعهم عن الدراسة لمساعدة أسرهم (وكالة الأناضول),قضايا اجتماعية,سوريا
شركة عالمية رائدة تدشن مجمعاً لإنتاج حلول الطاقة المتجددة في المنطقة الحرة بصحار,وزير التجارة والصناعة وترويج الاستثمار العُماني (وسط) يرافقه وفد من الشركة العالمية خلال جولة في داخل المجمع الصناعي الجديد بصحار (وكالة الأنباء العُمانية),اقتصاد,عُمان
عُمان تطلق مبادرة وطنية لحفظ القرى التراثية بتقنيات البناء الأصيلة,جزء من قرية عُمانية تراثية مبنية بالطين، تعكس أصالة فن البناء المحلي.,ثقافة,عُمان
السودان: دعوات مدنية لتوحيد الرؤى حول مستقبل ما بعد الحرب.. هل تنجح في ظل الانقسامات؟,مجموعة من الشخصيات السياسية والنشطاء المدنيين السودانيين أثناء مشاركتهم في اجتماع تشاوري حول مستقبل الحكم المدني في البلاد (رويترز),سياسة,السودان
تحذيرات بيئية من توسع الردم البحري وتأثيره على الثروة السمكية في البحرين,غواصون يوثّقون تراجع أعداد الأسماك والشعاب المرجانية في المياه البحرينية القريبة من مشاريع الردم الساحلي.,بيئة,البحرين
مبادرة إنقاذ تاريخي.. فرق ليبية إيطالية تبدأ ترميم مسرح صبراتة الأثري,عناصر من الفريق المشترك الليبي الإيطالي تعمل على ترميم أجزاء من مسرح صبراتة الأثري غرب طرابلس، مع إطلالة على البحر المتوسط.,ثقافة,ليبيا
الأردن يستهدف أسواقاً أفريقية جديدة لمنتجاته الدوائية بعد نمو قياسي في الصادرات,شاحنات تحمل منتجات دوائية أردنية معدة للتصدير من مجمع صناعي في العاصمة عمان (صورة أرشيفية - وكالة الأنباء الأردنية).,اقتصاد,الأردن
الجمعيات الأسرية الكويتية تدق ناقوس الخطر: ارتفاع الطلاق بين الشباب يهدد النسيج الاجتماعي,أكاديميون وناشطون كويتيون يشاركون في ندوة حوارية عامة لمناقشة التحديات الأسرية في البلاد (الجزيرة).,قضايا اجتماعية,الكويت
من بنغازي.. مبادرة شبابية تعيد للمكتبات العامة دورها كحاضنات للمعرفة في ليبيا,"متطوعون من حملة ""نور العقول"" في بنغازي يرتبون رفوف الكتب في مكتبة عامة أعيد افتتاحها حديثاً، ضمن جهود إحياء المرافق الثقافية بالمدينة.",مجتمع,ليبيا
سلطنة عُمان تكشف عن حزمة حوافز جديدة لدعم الاستثمار في قطاع الصناعات الخضراء,مدينة صحار الصناعية في سلطنة عُمان التي تعد إحدى أبرز المناطق الواعدة لاحتضان المشاريع الصناعية المستدامة (وكالة الأنباء العُمانية),اقتصاد,عُمان
"البحرين تطلق مبادرة ""نواخذة اللؤلؤ"" لتوثيق كنوز الذاكرة الشفهية لرواد المهنة","أحد كبار ""النواخذة"" البحرينيين، يشارك قصصاً وحكايات من زمن الغوص على اللؤلؤ، داخل بيت بحريني تقليدي مزين بالأخشاب المنقوشة (مواقع التواصل)",ثقافة,البحرين
"المغرب يطلق ""كنوز الأرض"": مشروع وطني لحماية الفخار الأمازيغي وتوثيقه للأجيال القادمة","أيادٍ شابة تعرض قطعاً فخارية أمازيغية مزينة بنقوش تقليدية فريدة، ضمن فعاليات ورشة عمل افتتحت مؤخراً في مدينة آسفي المغربية كجزء من مشروع ""كنوز الأرض"" (الصحافة المغربية - أرشيف).",ثقافة,المغرب
الاتحاد الجزائري لكرة القدم يعلن عن مراجعة شاملة للوائح الأندية المحترفة,شعار الاتحاد الجزائري لكرة القدم خلال إعلان رسمي (وكالة الأنباء الجزائرية),رياضة,الجزائر
بطولة جزر القمر للواعدين تُضيء سماء الكرة المحلية بمواهب صاعدة,لاعبون شباب يتنافسون بحماس على ملعب ترابي خلال نهائي بطولة جزر القمر للواعدين في موروني (الفرنسية),رياضة,جزر القمر
حراك إقليمي مكثف لبلورة خارطة طريق جديدة للملف السوري,اجتماع لوزراء خارجية دول جوار سوريا في العاصمة الأردنية لمناقشة التطورات الأخيرة (رويترز).,سياسة,سوريا
قيود التصدير وتراجع الأسعار يهددان مستقبل منتجي زيت الزيتون الفلسطينيين,مزارع فلسطيني يحصد ثمار الزيتون في إحدى كروم الخليل، بينما تواجه الصناعة تحديات اقتصادية متزايدة (أسوشيتد برس),اقتصاد,فلسطين
اصطدام تسلسلي مروع في القيروان يخلف قتلى وجرحى وسط ظروف جوية صعبة,فرق الإنقاذ تتدخل في موقع حادث سير مروع على طريق رئيسية وسط ظروف جوية ضبابية (شترستوك),حوادث,تونس
بعثة أثرية عراقية-فرنسية تكشف عن فسيفساء نادرة تعود للعصر البارثي قرب الناصرية,خبراء آثار يوثقون بعناية قطعة فسيفساء ملونة ضخمة تم اكتشافها حديثًا في موقع أثري قرب مدينة الناصرية جنوب العراق، وهي تظهر نقوشًا هندسية وزخارف نباتية.,ثقافة,العراق
تونس: البرلمان يشرع في مناقشة مشروع قانون مثير للجدل حول صلاحيات المجالس المحلية,نواب تونسيون يشاركون في جلسة عامة للبرلمان لمناقشة مشاريع قوانين جديدة، وسط ترقب شعبي لنتائج المداولات، في العاصمة تونس (رويترز).,سياسة,تونس
نادي الطليعة يعود بقوة للمنافسة على صدارة الدوري السوري بعد غياب,لاعبو نادي الطليعة يحتفلون بفوز مهم في إحدى مباريات الدوري السوري الممتاز لكرة القدم (أ ف ب),رياضة,سوريا
"حرفيو جمر القمر يُصارعون الزمن لإحياء صناعة ""القوارب الشراعية"" التراثية","صناع تقليديون يستعينون بالشباب لتعلم فن بناء القوارب الشراعية في أحد ورش ""موروني"" (وكالة فرانس برس)",مجتمع,جزر القمر
تآكل السواحل يهدد آلاف الأفدنة الزراعية والدلتا المصرية تتأهب لسيناريوهات محتملة لتغير المناخ,مزارع في الدلتا المصرية يكافح لمنع مياه البحر من غمر حقله بعد تضرر حاجز رملي واقٍ جراء ارتفاع الأمواج. (صورة: وكالة الأنباء المصرية - أ ش أ),بيئة,مصر
مبادرة ميسانية لإعادة إحياء فن الخط العربي الأصيل تواجه تحديات التمويل,خطاط عراقي شاب يرتدي الزي التقليدي وهو يخط لوحة فنية معقدة بالحبر الأسود على ورق مقوى، محاولاً إبراز جماليات فن الخط الديواني داخل ورشة بسيطة في إحدى مدن محافظة ميسان جنوبي العراق (وكالة الأنباء العراقية).,ثقافة,العراق
مهرجان تيميمون الثقافي يضيء واحة قورارة بفقرات فنية تراثية أصيلة,تُظهر الصورة فنانين شعبيين يرتدون أزياء بربرية تقليدية، يؤدون رقصات جماعية أمام حشد من الجمهور، خلال إحدى فعاليات مهرجان تيميمون الثقافي في الصحراء الجزائرية.,ثقافة,الجزائر
تونس تطلق برنامجاً وطنياً لتوسيع الكشف المبكر عن سرطان الثدي في المناطق الداخلية,طبيبة تشرح لمواطنة أهمية الفحص الذاتي للثدي داخل أحد المراكز الصحية بولاية القيروان (وزارة الصحة التونسية - أرشيف),صحة,تونس
"مبادرة ""إشراق"": عُمان تعزز المهارات الرقمية والتفكير النقدي لطلاب المدارس","طلاب عمانيون يشاركون في ورشة عمل تفاعلية باستخدام أجهزة لوحية، ضمن برنامج ""إشراق"" لتعزيز المهارات الرقمية (وزارة التربية والتعليم العمانية)",تعليم,عُمان
افتتاح أكاديمية لفنون الرقص الكوموري الأصيل يعزز الهوية الثقافية في جزر القمر,راقصون يرتدون أزياء تقليدية كومورية يقدمون عرضاً فنياً حيوياً خلال حفل افتتاح في العاصمة موروني.,ثقافة,جزر القمر
البحرين تطلق برنامجاً وطنياً متكاملاً لدمج الخبرات العملية في المناهج الثانوية,طلاب بحرينيون يشاركون في ورشة عمل تدريبية متخصصة ضمن برنامج تعزيز المهارات العملية الجديد بإحدى المدارس الثانوية في المحرق. (وزارة التربية والتعليم),تعليم,البحرين
دفعة قوية للرياضة الصومالية: افتتاح أول ملعب كرة قدم معشب بالكامل بتمويل شعبي في مقديشو,لاعبون صوماليون شباب يصافحون بعضهم البعض على أرضية الملعب العشبي الجديد في مقديشو، خلال حفل الافتتاح الذي حضرته شخصيات مجتمعية ورياضية.,رياضة,الصومال
